,RiderID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,PULocationID,PUBorough,PUZone,DOLocationID,DOBorough,DOZone,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,congestion_surcharge
379,380,2024-03-03 14:22:59,2024-03-03 14:32:55,1.0,1.32,1.0,237,Manhattan,Upper East Side South,142,Manhattan,Lincoln Square East,1,11.4,0.0,0.5,3.85,0.0,19.25,2.5
380,381,2024-03-03 11:19:01,2024-03-03 11:29:22,3.0,2.2,1.0,230,Manhattan,Times Sq/Theatre District,264,Unknown,,1,12.8,2.5,0.5,3.36,0.0,20.16,2.5
381,382,2024-03-03 01:34:51,2024-03-03 01:39:47,1.0,0.54,1.0,114,Manhattan,Greenwich Village South,114,Manhattan,Greenwich Village South,1,6.5,1.0,0.5,2.3,0.0,13.8,2.5
382,383,2024-03-02 15:47:13,2024-03-02 16:02:33,1.0,1.35,1.0,229,Manhattan,Sutton Place/Turtle Bay North,237,Manhattan,Upper East Side South,1,14.2,0.0,0.5,3.64,0.0,21.84,2.5
383,384,2024-03-01 23:51:58,2024-03-01 23:56:41,1.0,0.6,1.0,90,Manhattan,Flatiron,158,Manhattan,Meatpacking/West Village West,1,6.5,3.5,0.5,2.3,0.0,13.8,2.5
384,385,2024-03-01 12:06:06,2024-03-01 12:12:48,1.0,0.95,1.0,163,Manhattan,Midtown North,237,Manhattan,Upper East Side South,1,8.6,0.0,0.5,1.0,0.0,13.6,2.5
385,386,2024-02-29 17:34:32,2024-02-29 17:41:01,1.0,0.95,1.0,233,Manhattan,UN/Turtle Bay South,170,Manhattan,Murray Hill,1,7.9,2.5,0.5,1.0,0.0,15.4,2.5
386,387,2024-02-29 17:33:16,2024-02-29 17:52:01,1.0,2.19,1.0,234,Manhattan,Union Sq,237,Manhattan,Upper East Side South,1,17.7,2.5,0.5,3.63,0.0,27.83,2.5
387,388,2024-02-29 12:32:43,2024-02-29 12:40:26,2.0,0.48,1.0,230,Manhattan,Times Sq/Theatre District,100,Manhattan,Garment District,1,7.9,0.0,0.5,2.38,0.0,14.28,2.5
388,389,2024-02-28 14:15:19,2024-02-28 14:23:05,1.0,0.5,1.0,234,Manhattan,Union Sq,234,Manhattan,Union Sq,2,7.9,2.5,0.5,0.0,0.0,11.9,2.5
389,390,2024-02-26 20:53:40,2024-02-26 20:59:03,1.0,0.1,1.0,237,Manhattan,Upper East Side South,236,Manhattan,Upper East Side North,1,6.5,3.5,0.5,1.15,0.0,12.65,2.5
390,391,2024-02-25 16:38:08,2024-02-25 16:47:39,3.0,1.51,1.0,230,Manhattan,Times Sq/Theatre District,239,Manhattan,Upper West Side South,1,10.7,0.0,0.5,2.94,0.0,17.64,2.5
391,392,2024-02-24 17:46:45,2024-02-24 18:09:36,2.0,7.6,1.0,236,Manhattan,Upper East Side North,87,Manhattan,Financial District North,1,31.7,0.0,0.5,3.0,0.0,38.7,2.5
392,393,2024-02-23 16:42:22,2024-02-23 17:36:49,1.0,20.1,2.0,236,Manhattan,Upper East Side North,132,Queens,JFK Airport,1,70.0,7.5,0.5,17.15,6.94,103.09,2.5
393,394,2024-02-22 23:35:29,2024-02-22 23:44:10,1.0,1.92,1.0,143,Manhattan,Lincoln Square West,100,Manhattan,Garment District,1,11.4,1.0,0.5,4.92,0.0,21.32,2.5
394,395,2024-02-22 21:37:19,2024-02-22 21:55:40,1.0,3.53,1.0,161,Manhattan,Midtown Center,238,Manhattan,Upper West Side North,1,21.2,1.0,0.5,3.93,0.0,30.13,2.5
395,396,2024-02-21 22:34:23,2024-02-21 22:49:36,1.0,2.8,1.0,249,Manhattan,West Village,50,Manhattan,Clinton West,1,15.6,3.5,0.5,4.1,0.0,24.7,2.5
396,397,2024-02-21 21:01:10,2024-02-21 21:06:47,0.0,0.8,1.0,234,Manhattan,Union Sq,107,Manhattan,Gramercy,1,7.2,3.5,0.5,2.4,0.0,14.6,2.5
397,398,2024-02-21 09:15:23,2024-02-21 10:05:09,1.0,9.4,99.0,42,Manhattan,Central Harlem North,144,Manhattan,Little Italy/NoLiTa,1,35.5,0.0,0.5,0.0,0.0,37.0,0.0
398,399,2024-02-20 19:57:32,2024-02-20 20:05:27,1.0,1.43,1.0,48,Manhattan,Clinton East,90,Manhattan,Flatiron,1,9.3,1.0,0.5,2.86,0.0,17.16,2.5
399,400,2024-02-20 18:17:07,2024-02-20 18:33:46,1.0,1.4,1.0,229,Manhattan,Sutton Place/Turtle Bay North,264,Unknown,,1,14.9,5.0,0.5,20.0,0.0,41.4,2.5
400,401,2024-02-20 14:47:44,2024-02-20 15:27:49,1.0,4.62,1.0,234,Manhattan,Union Sq,239,Manhattan,Upper West Side South,1,35.9,0.0,0.5,9.97,0.0,49.87,2.5
401,402,2024-02-20 12:07:11,2024-02-20 12:27:31,1.0,7.89,1.0,132,Queens,JFK Airport,76,Brooklyn,East New York,1,31.7,0.0,0.5,6.99,0.0,41.94,0.0
402,403,2024-02-19 20:20:03,2024-02-19 20:39:36,1.0,3.33,1.0,170,Manhattan,Murray Hill,143,Manhattan,Lincoln Square West,1,20.5,1.0,0.5,5.1,0.0,30.6,2.5
403,404,2024-02-18 16:40:48,2024-02-18 16:47:37,2.0,0.93,1.0,161,Manhattan,Midtown Center,142,Manhattan,Lincoln Square East,1,8.6,0.0,0.5,1.0,0.0,13.6,2.5
404,405,2024-02-18 16:05:09,2024-02-18 16:10:30,1.0,0.7,1.0,162,Manhattan,Midtown East,229,Manhattan,Sutton Place/Turtle Bay North,1,6.5,2.5,0.5,2.1,0.0,12.6,2.5
405,406,2024-02-18 15:54:20,2024-02-18 15:58:47,1.0,0.5,1.0,236,Manhattan,Upper East Side North,237,Manhattan,Upper East Side South,2,5.8,2.5,0.5,0.0,0.0,9.8,2.5
406,407,2024-02-18 15:46:42,2024-02-18 15:56:26,1.0,1.56,1.0,236,Manhattan,Upper East Side North,161,Manhattan,Midtown Center,1,12.1,0.0,0.5,3.22,0.0,19.32,2.5
407,408,2024-02-18 01:59:58,2024-02-18 02:29:10,1.0,6.9,1.0,249,Manhattan,West Village,7,Queens,Astoria,2,33.8,1.0,0.5,0.0,0.0,38.8,2.5
408,409,2024-02-18 01:22:31,2024-02-18 01:43:22,2.0,5.01,1.0,249,Manhattan,West Village,262,Manhattan,Yorkville East,1,24.0,1.0,0.5,5.8,0.0,34.8,2.5
409,410,2024-02-17 23:34:03,2024-02-17 23:41:01,2.0,1.01,1.0,186,Manhattan,Penn Station/Madison Sq West,246,Manhattan,West Chelsea/Hudson Yards,1,8.6,1.0,0.5,2.72,0.0,16.32,2.5
410,411,2024-02-17 15:02:44,2024-02-17 15:20:49,1.0,2.36,1.0,164,Manhattan,Midtown South,50,Manhattan,Clinton West,1,18.4,0.0,0.5,4.48,0.0,26.88,2.5
411,412,2024-02-17 10:00:32,2024-02-17 10:19:25,2.0,2.37,1.0,50,Manhattan,Clinton West,237,Manhattan,Upper East Side South,1,17.7,0.0,0.5,1.08,0.0,22.78,2.5
412,413,2024-02-17 01:42:57,2024-02-17 01:45:25,2.0,0.84,1.0,90,Manhattan,Flatiron,246,Manhattan,West Chelsea/Hudson Yards,1,5.8,1.0,0.5,2.0,0.0,12.8,2.5
413,414,2024-02-15 21:46:53,2024-02-15 22:12:45,2.0,7.67,1.0,113,Manhattan,Greenwich Village North,166,Manhattan,Morningside Heights,1,35.9,1.0,0.5,6.14,0.0,47.04,2.5
414,415,2024-02-15 17:54:34,2024-02-15 18:23:04,1.0,6.46,1.0,162,Manhattan,Midtown East,25,Brooklyn,Boerum Hill,1,31.0,2.5,0.5,7.5,0.0,45.0,2.5
415,416,2024-02-15 11:11:19,2024-02-15 11:15:33,1.0,0.74,1.0,234,Manhattan,Union Sq,186,Manhattan,Penn Station/Madison Sq West,1,5.8,0.0,0.5,2.94,0.0,12.74,2.5
416,417,2024-02-15 09:50:50,2024-02-15 10:03:48,1.0,1.44,1.0,161,Manhattan,Midtown Center,186,Manhattan,Penn Station/Madison Sq West,1,12.8,0.0,0.5,2.0,0.0,18.8,2.5
417,418,2024-02-15 09:26:42,2024-02-15 09:40:16,1.0,3.6,1.0,140,Manhattan,Lenox Hill East,164,Manhattan,Midtown South,1,19.1,2.5,0.5,2.31,0.0,25.41,2.5
418,419,2024-02-15 07:43:40,2024-02-15 07:51:56,1.0,1.53,1.0,234,Manhattan,Union Sq,233,Manhattan,UN/Turtle Bay South,1,10.0,0.0,0.5,1.0,0.0,15.0,2.5
419,420,2024-02-14 22:59:13,2024-02-14 23:05:09,1.0,0.71,1.0,48,Manhattan,Clinton East,48,Manhattan,Clinton East,1,7.2,1.0,0.5,1.22,0.0,13.42,2.5
420,421,2024-02-14 16:19:42,2024-02-14 16:22:03,1.0,0.41,1.0,239,Manhattan,Upper West Side South,143,Manhattan,Lincoln Square West,2,5.1,2.5,0.5,0.0,0.0,11.6,2.5
421,422,2024-02-13 23:32:23,2024-02-13 23:35:46,1.0,0.5,1.0,230,Manhattan,Times Sq/Theatre District,230,Manhattan,Times Sq/Theatre District,1,5.8,1.0,0.5,3.24,0.0,14.04,2.5
422,423,2024-02-13 17:15:15,2024-02-13 17:21:20,3.0,0.87,1.0,163,Manhattan,Midtown North,43,Manhattan,Central Park,2,7.9,2.5,0.5,0.0,0.0,14.4,2.5
423,424,2024-02-12 20:37:07,2024-02-12 21:08:17,2.0,18.81,2.0,132,Queens,JFK Airport,231,Manhattan,TriBeCa/Civic Center,1,70.0,0.0,0.5,7.58,0.0,83.33,2.5
424,425,2024-02-12 19:42:44,2024-02-12 19:52:16,1.0,1.49,1.0,125,Manhattan,Hudson Sq,232,Manhattan,Two Bridges/Seward Park,1,11.4,2.5,0.5,2.68,0.0,20.58,2.5
425,426,2024-02-12 16:04:34,2024-02-12 16:25:28,2.0,2.25,1.0,113,Manhattan,Greenwich Village North,163,Manhattan,Midtown North,2,18.4,0.0,0.5,0.0,0.0,22.4,2.5
426,427,2024-02-12 13:09:08,2024-02-12 13:19:17,2.0,4.31,1.0,239,Manhattan,Upper West Side South,50,Manhattan,Clinton West,1,19.1,0.0,0.5,4.62,0.0,27.72,2.5
427,428,2024-02-12 12:45:28,2024-02-12 12:50:24,1.0,0.63,1.0,141,Manhattan,Lenox Hill West,263,Manhattan,Yorkville West,1,6.5,0.0,0.5,2.1,0.0,12.6,2.5
428,429,2024-02-11 07:11:32,2024-02-11 07:32:20,1.0,16.66,1.0,50,Manhattan,Clinton West,138,Queens,LaGuardia Airport,1,61.8,0.0,0.5,18.18,6.94,90.92,2.5
429,430,2024-02-11 02:42:01,2024-02-11 02:53:35,1.0,2.64,1.0,79,Manhattan,East Village,237,Manhattan,Upper East Side South,1,14.2,1.0,0.5,3.84,0.0,23.04,2.5
430,431,2024-02-10 19:20:46,2024-02-10 19:49:15,1.0,4.6,1.0,113,Manhattan,Greenwich Village North,142,Manhattan,Lincoln Square East,1,24.0,2.5,0.5,8.4,0.0,36.4,2.5
431,432,2024-02-10 18:20:47,2024-02-10 18:34:58,1.0,1.62,1.0,161,Manhattan,Midtown Center,234,Manhattan,Union Sq,1,13.5,0.0,0.5,3.5,0.0,21.0,2.5
432,433,2024-02-09 15:40:58,2024-02-09 15:58:37,1.0,2.14,1.0,161,Manhattan,Midtown Center,239,Manhattan,Upper West Side South,1,16.3,0.0,0.5,4.06,0.0,24.36,2.5
433,434,2024-02-07 15:43:00,2024-02-07 16:10:10,1.0,4.33,1.0,161,Manhattan,Midtown Center,232,Manhattan,Two Bridges/Seward Park,1,27.5,0.0,0.5,4.0,0.0,35.5,2.5
434,435,2024-02-06 12:01:16,2024-02-06 12:05:12,1.0,0.68,1.0,113,Manhattan,Greenwich Village North,90,Manhattan,Flatiron,1,5.8,0.0,0.5,1.96,0.0,11.76,2.5
435,436,2024-02-06 05:35:23,2024-02-06 05:56:43,1.0,0.0,1.0,216,Queens,South Ozone Park,250,Bronx,Westchester Village/Unionport,1,37.5,0.0,0.5,0.0,6.94,45.94,0.0
436,437,2024-02-05 18:05:31,2024-02-05 18:27:19,2.0,5.17,1.0,162,Manhattan,Midtown East,45,Manhattan,Chinatown,1,26.1,2.5,0.5,6.52,0.0,39.12,2.5
437,438,2024-02-05 11:46:45,2024-02-05 11:54:28,1.0,0.87,1.0,162,Manhattan,Midtown East,100,Manhattan,Garment District,1,8.6,0.0,0.5,2.52,0.0,15.12,2.5
438,439,2024-02-04 17:51:39,2024-02-04 18:12:42,1.0,2.8,1.0,230,Manhattan,Times Sq/Theatre District,264,Unknown,,1,19.8,2.5,0.5,2.0,0.0,25.8,2.5
439,440,2024-02-04 17:10:49,2024-02-04 17:15:41,1.0,0.54,1.0,231,Manhattan,TriBeCa/Civic Center,87,Manhattan,Financial District North,1,5.8,0.0,0.5,1.96,0.0,11.76,2.5
440,441,2024-02-04 14:09:28,2024-02-04 14:15:06,1.0,1.18,1.0,164,Manhattan,Midtown South,161,Manhattan,Midtown Center,1,7.9,0.0,0.5,2.38,0.0,14.28,2.5
441,442,2024-02-04 12:46:02,2024-02-04 12:53:17,1.0,1.16,1.0,125,Manhattan,Hudson Sq,113,Manhattan,Greenwich Village North,1,8.6,0.0,0.5,2.52,0.0,15.12,2.5
442,443,2024-02-04 00:48:15,2024-02-04 01:08:19,2.0,4.2,1.0,114,Manhattan,Greenwich Village South,143,Manhattan,Lincoln Square West,1,22.6,3.5,0.5,3.0,0.0,30.6,2.5
443,444,2024-02-03 23:03:42,2024-02-03 23:13:47,1.0,1.14,1.0,164,Manhattan,Midtown South,107,Manhattan,Gramercy,1,10.7,1.0,0.5,3.14,0.0,18.84,2.5
444,445,2024-02-03 16:08:51,2024-02-03 16:36:55,2.0,9.65,1.0,138,Queens,LaGuardia Airport,239,Manhattan,Upper West Side South,1,40.1,5.0,0.5,14.45,6.94,72.24,2.5
445,446,2024-02-02 09:15:34,2024-02-02 09:22:42,1.0,1.94,1.0,107,Manhattan,Gramercy,229,Manhattan,Sutton Place/Turtle Bay North,1,10.0,0.0,0.5,0.0,0.0,14.0,2.5
446,447,2024-02-02 08:07:24,2024-02-02 08:22:07,1.0,2.01,1.0,107,Manhattan,Gramercy,68,Manhattan,East Chelsea,1,14.9,0.0,0.5,1.32,0.0,20.22,2.5
447,448,2024-02-01 23:53:00,2024-02-01 23:58:23,1.0,1.29,1.0,162,Manhattan,Midtown East,107,Manhattan,Gramercy,1,7.9,1.0,0.5,1.29,0.0,14.19,2.5
448,449,2024-02-01 23:45:05,2024-02-02 00:11:06,1.0,5.13,1.0,231,Manhattan,TriBeCa/Civic Center,143,Manhattan,Lincoln Square West,1,28.2,1.0,0.5,8.3,0.0,41.5,2.5
449,450,2024-02-01 23:35:14,2024-02-01 23:49:52,1.0,3.41,1.0,68,Manhattan,East Chelsea,261,Manhattan,World Trade Center,1,17.7,1.0,0.5,30.0,0.0,52.7,2.5
450,451,2024-02-01 21:45:04,2024-02-01 22:03:29,4.0,2.37,1.0,163,Manhattan,Midtown North,141,Manhattan,Lenox Hill West,1,17.7,1.0,0.5,5.67,0.0,28.37,2.5
451,452,2024-01-31 22:00:04,2024-01-31 22:11:27,0.0,1.2,1.0,158,Manhattan,Meatpacking/West Village West,113,Manhattan,Greenwich Village North,1,10.7,3.5,0.5,3.1,0.0,18.8,2.5
452,453,2024-01-31 15:19:43,2024-01-31 15:34:53,1.0,2.14,1.0,68,Manhattan,East Chelsea,107,Manhattan,Gramercy,1,14.9,0.0,0.5,3.78,0.0,22.68,2.5
453,454,2024-01-31 12:19:54,2024-01-31 12:38:18,1.0,0.93,1.0,162,Manhattan,Midtown East,230,Manhattan,Times Sq/Theatre District,1,15.6,0.0,0.5,3.92,0.0,23.52,2.5
454,455,2024-01-30 18:47:14,2024-01-30 18:53:12,1.0,0.49,1.0,233,Manhattan,UN/Turtle Bay South,137,Manhattan,Kips Bay,1,7.2,2.5,0.5,1.37,0.0,15.07,2.5
455,456,2024-01-30 06:36:32,2024-01-30 07:14:42,1.0,0.0,99.0,165,Brooklyn,Midwood,162,Manhattan,Midtown East,1,41.5,0.0,0.5,0.0,6.94,49.94,0.0
456,457,2024-01-30 00:49:36,2024-01-30 01:23:56,1.0,17.48,2.0,132,Queens,JFK Airport,234,Manhattan,Union Sq,1,70.0,0.0,0.5,20.23,6.94,102.92,2.5
457,458,2024-01-29 15:02:45,2024-01-29 15:03:48,1.0,0.18,1.0,90,Manhattan,Flatiron,90,Manhattan,Flatiron,2,3.7,0.0,0.5,0.0,0.0,7.7,2.5
458,459,2024-01-29 09:58:44,2024-01-29 10:20:47,1.0,2.4,1.0,236,Manhattan,Upper East Side North,170,Manhattan,Murray Hill,1,19.8,2.5,0.5,7.1,0.0,30.9,2.5
459,460,2024-01-28 19:49:36,2024-01-28 20:08:37,1.0,4.93,1.0,209,Manhattan,Seaport,164,Manhattan,Midtown South,1,25.4,0.0,0.5,5.88,0.0,35.28,2.5
460,461,2024-01-28 19:47:22,2024-01-28 20:01:09,2.0,2.42,1.0,141,Manhattan,Lenox Hill West,170,Manhattan,Murray Hill,1,14.9,0.0,0.5,3.0,0.0,21.9,2.5
461,462,2024-01-28 18:00:22,2024-01-28 18:05:05,1.0,1.26,1.0,233,Manhattan,UN/Turtle Bay South,141,Manhattan,Lenox Hill West,1,7.9,0.0,0.5,2.38,0.0,14.28,2.5
462,463,2024-01-28 06:50:18,2024-01-28 07:00:27,1.0,2.8,1.0,262,Manhattan,Yorkville East,24,Manhattan,Bloomingdale,1,14.2,2.5,0.5,4.5,0.0,22.7,2.5
463,464,2024-01-28 00:51:53,2024-01-28 01:26:09,2.0,20.21,2.0,132,Queens,JFK Airport,261,Manhattan,World Trade Center,1,70.0,0.0,0.5,14.8,0.0,90.55,2.5
464,465,2024-01-27 23:41:27,2024-01-27 23:47:10,1.0,0.79,1.0,163,Manhattan,Midtown North,161,Manhattan,Midtown Center,1,7.2,1.0,0.5,2.44,0.0,14.64,2.5
465,466,2024-01-27 00:52:49,2024-01-27 00:52:55,1.0,0.0,5.0,170,Manhattan,Murray Hill,170,Manhattan,Murray Hill,1,15.0,0.0,0.0,3.7,0.0,22.2,2.5
466,467,2024-01-26 18:30:07,2024-01-26 18:37:34,1.0,1.28,1.0,68,Manhattan,East Chelsea,234,Manhattan,Union Sq,1,9.3,2.5,0.5,3.16,0.0,18.96,2.5
467,468,2024-01-25 18:01:11,2024-01-25 18:30:35,1.0,2.79,1.0,239,Manhattan,Upper West Side South,141,Manhattan,Lenox Hill West,1,25.4,2.5,0.5,2.5,0.0,34.4,2.5
468,469,2024-01-24 06:46:40,2024-01-24 07:05:55,1.0,9.35,1.0,164,Manhattan,Midtown South,138,Queens,LaGuardia Airport,1,37.3,5.0,0.5,10.65,6.94,63.89,2.5
469,470,2024-01-23 22:28:56,2024-01-23 22:46:20,1.0,2.5,1.0,48,Manhattan,Clinton East,239,Manhattan,Upper West Side South,1,15.6,3.5,0.5,3.0,0.0,23.6,2.5
470,471,2024-01-23 20:35:05,2024-01-23 20:56:08,1.0,3.39,1.0,144,Manhattan,Little Italy/NoLiTa,230,Manhattan,Times Sq/Theatre District,1,21.2,1.0,0.5,5.24,0.0,31.44,2.5
471,472,2024-01-23 16:58:21,2024-01-23 17:06:36,1.0,0.93,1.0,230,Manhattan,Times Sq/Theatre District,68,Manhattan,East Chelsea,1,9.3,2.5,0.5,3.16,0.0,18.96,2.5
472,473,2024-01-22 11:47:49,2024-01-22 12:42:54,2.0,20.83,2.0,132,Queens,JFK Airport,88,Manhattan,Financial District South,1,70.0,0.0,0.5,11.36,0.0,87.11,2.5
473,474,2024-01-20 22:15:51,2024-01-20 22:20:10,1.0,0.48,1.0,162,Manhattan,Midtown East,229,Manhattan,Sutton Place/Turtle Bay North,1,5.8,1.0,0.5,1.5,0.0,12.3,2.5
474,475,2024-01-20 17:07:21,2024-01-20 17:31:06,2.0,6.45,1.0,234,Manhattan,Union Sq,231,Manhattan,TriBeCa/Civic Center,1,31.0,0.0,0.5,7.0,0.0,42.0,2.5
475,476,2024-01-20 13:31:30,2024-01-20 14:03:25,2.0,17.14,2.0,132,Queens,JFK Airport,233,Manhattan,UN/Turtle Bay South,1,70.0,0.0,0.5,8.27,6.94,90.96,2.5
476,477,2024-01-20 04:01:46,2024-01-20 04:19:44,1.0,4.56,1.0,50,Manhattan,Clinton West,148,Manhattan,Lower East Side,2,21.9,1.0,0.5,0.0,0.0,26.9,2.5
477,478,2024-01-19 22:20:12,2024-01-19 22:50:12,1.0,3.6,1.0,186,Manhattan,Penn Station/Madison Sq West,263,Manhattan,Yorkville West,1,23.3,3.5,0.5,5.65,0.0,33.95,2.5
478,479,2024-01-19 19:39:22,2024-01-19 19:43:40,1.0,0.64,1.0,144,Manhattan,Little Italy/NoLiTa,114,Manhattan,Greenwich Village South,1,5.8,2.5,0.5,1.7,0.0,14.0,2.5
479,480,2024-01-19 10:22:29,2024-01-19 10:39:57,1.0,4.46,1.0,262,Manhattan,Yorkville East,79,Manhattan,East Village,1,22.6,0.0,0.5,2.0,0.0,28.6,2.5
480,481,2024-01-18 21:52:46,2024-01-18 22:03:21,1.0,2.49,1.0,163,Manhattan,Midtown North,75,Manhattan,East Harlem South,1,13.5,1.0,0.5,4.0,0.0,22.5,2.5
481,482,2024-01-18 14:28:42,2024-01-18 14:51:38,2.0,2.6,1.0,142,Manhattan,Lincoln Square East,162,Manhattan,Midtown East,2,20.5,2.5,0.5,0.0,0.0,24.5,2.5
482,483,2024-01-17 16:34:24,2024-01-17 16:50:02,1.0,1.61,1.0,161,Manhattan,Midtown Center,186,Manhattan,Penn Station/Madison Sq West,2,14.9,2.5,0.5,0.0,0.0,21.4,2.5
483,484,2024-01-17 10:08:06,2024-01-17 10:12:29,1.0,0.51,1.0,237,Manhattan,Upper East Side South,236,Manhattan,Upper East Side North,1,6.5,0.0,0.5,3.15,0.0,13.65,2.5
484,485,2024-01-16 18:31:29,2024-01-16 18:44:49,1.0,2.7,1.0,161,Manhattan,Midtown Center,239,Manhattan,Upper West Side South,1,16.3,5.0,0.5,2.5,0.0,25.3,2.5
485,486,2024-01-16 08:50:34,2024-01-16 09:18:11,1.0,1.6,1.0,140,Manhattan,Lenox Hill East,237,Manhattan,Upper East Side South,1,23.3,2.5,0.5,3.5,0.0,30.8,2.5
486,487,2024-01-16 08:09:16,2024-01-16 08:28:25,1.0,0.95,1.0,237,Manhattan,Upper East Side South,162,Manhattan,Midtown East,1,16.3,0.0,0.5,3.04,0.0,23.34,2.5
487,488,2024-01-16 07:06:38,2024-01-16 07:11:42,1.0,1.2,1.0,236,Manhattan,Upper East Side North,237,Manhattan,Upper East Side South,1,7.9,2.5,0.5,1.19,0.0,13.09,2.5
488,489,2024-01-15 13:33:11,2024-01-15 13:41:08,1.0,1.25,1.0,90,Manhattan,Flatiron,114,Manhattan,Greenwich Village South,1,9.3,0.0,0.5,2.66,0.0,15.96,2.5
489,490,2024-01-14 00:47:34,2024-01-14 00:55:39,2.0,1.51,1.0,114,Manhattan,Greenwich Village South,107,Manhattan,Gramercy,1,10.0,1.0,0.5,3.0,0.0,18.0,2.5
490,491,2024-01-13 15:31:48,2024-01-13 15:44:06,1.0,2.24,1.0,236,Manhattan,Upper East Side North,230,Manhattan,Times Sq/Theatre District,1,14.2,0.0,0.5,3.64,0.0,21.84,2.5
491,492,2024-01-13 08:10:30,2024-01-13 08:13:05,1.0,0.66,1.0,140,Manhattan,Lenox Hill East,141,Manhattan,Lenox Hill West,2,5.1,0.0,0.5,0.0,0.0,9.1,2.5
492,493,2024-01-12 23:16:59,2024-01-12 23:45:29,1.0,5.71,1.0,148,Manhattan,Lower East Side,239,Manhattan,Upper West Side South,1,29.6,1.0,0.5,6.92,0.0,41.52,2.5
493,494,2024-01-12 20:38:31,2024-01-12 20:45:38,1.0,1.23,1.0,231,Manhattan,TriBeCa/Civic Center,249,Manhattan,West Village,1,8.6,1.0,0.5,2.72,0.0,16.32,2.5
494,495,2024-01-12 15:08:58,2024-01-12 15:45:39,1.0,9.33,1.0,138,Queens,LaGuardia Airport,61,Brooklyn,Crown Heights North,1,43.6,5.0,0.5,7.78,0.0,59.63,0.0
495,496,2024-01-12 13:20:45,2024-01-12 13:31:58,2.0,2.19,1.0,148,Manhattan,Lower East Side,162,Manhattan,Midtown East,1,12.8,0.0,0.5,3.36,0.0,20.16,2.5
496,497,2024-01-12 08:49:27,2024-01-12 08:57:05,1.0,1.32,1.0,236,Manhattan,Upper East Side North,141,Manhattan,Lenox Hill West,1,9.3,0.0,0.5,2.66,0.0,15.96,2.5
497,498,2024-01-11 18:34:38,2024-01-11 18:43:07,1.0,1.31,1.0,90,Manhattan,Flatiron,114,Manhattan,Greenwich Village South,1,9.3,2.5,0.5,1.58,0.0,17.38,2.5
498,499,2024-01-11 17:10:27,2024-01-11 17:29:15,1.0,2.68,1.0,142,Manhattan,Lincoln Square East,236,Manhattan,Upper East Side North,1,17.7,2.5,0.5,4.84,0.0,29.04,2.5
499,500,2024-01-11 08:42:41,2024-01-11 09:07:52,1.0,4.4,99.0,213,Bronx,Soundview/Castle Hill,174,Bronx,Norwood,1,25.5,0.0,0.5,0.0,0.0,27.0,0.0
500,501,2024-01-11 08:24:46,2024-01-11 08:33:35,1.0,0.72,1.0,162,Manhattan,Midtown East,161,Manhattan,Midtown Center,1,9.3,0.0,0.5,5.0,0.0,18.3,2.5
501,502,2024-01-11 08:00:34,2024-01-11 08:07:21,1.0,0.7,1.0,161,Manhattan,Midtown Center,163,Manhattan,Midtown North,1,7.2,2.5,0.5,2.8,0.0,14.0,2.5
502,503,2024-01-10 18:17:47,2024-01-10 18:21:51,1.0,0.81,1.0,68,Manhattan,East Chelsea,249,Manhattan,West Village,1,6.5,2.5,0.5,0.0,0.0,13.0,2.5
503,504,2024-01-09 20:35:15,2024-01-09 20:58:34,1.0,3.71,1.0,246,Manhattan,West Chelsea/Hudson Yards,237,Manhattan,Upper East Side South,2,23.3,1.0,0.5,0.0,0.0,28.3,2.5
504,505,2024-01-09 13:30:59,2024-01-09 13:34:53,1.0,0.7,1.0,238,Manhattan,Upper West Side North,151,Manhattan,Manhattan Valley,2,6.5,2.5,0.5,0.0,0.0,10.5,2.5
505,506,2024-01-09 12:26:50,2024-01-09 12:31:36,1.0,0.53,1.0,238,Manhattan,Upper West Side North,238,Manhattan,Upper West Side North,1,6.5,0.0,0.5,2.62,0.0,13.12,2.5
506,507,2024-01-09 08:56:25,2024-01-09 09:17:53,1.0,2.23,1.0,143,Manhattan,Lincoln Square West,162,Manhattan,Midtown East,1,19.1,0.0,0.5,4.62,0.0,27.72,2.5
507,508,2024-01-06 23:23:07,2024-01-06 23:27:56,1.0,0.74,1.0,137,Manhattan,Kips Bay,234,Manhattan,Union Sq,2,7.2,1.0,0.5,0.0,0.0,12.2,2.5
508,509,2024-01-06 22:41:50,2024-01-06 22:43:24,1.0,0.04,1.0,238,Manhattan,Upper West Side North,238,Manhattan,Upper West Side North,2,3.7,1.0,0.5,0.0,0.0,6.2,0.0
509,510,2024-01-06 21:50:37,2024-01-06 22:17:53,1.0,14.5,1.0,132,Queens,JFK Airport,226,Queens,Sunnyside,2,55.5,1.0,0.5,0.0,0.0,59.75,0.0
510,511,2024-01-06 18:54:58,2024-01-06 19:00:11,1.0,0.74,1.0,238,Manhattan,Upper West Side North,238,Manhattan,Upper West Side North,1,6.5,0.0,0.5,2.0,0.0,12.5,2.5
511,512,2024-01-06 10:14:25,2024-01-06 10:35:03,1.0,5.0,1.0,48,Manhattan,Clinton East,12,Manhattan,Battery Park,2,26.1,0.0,0.5,0.0,0.0,30.1,2.5
